Customer_ID,Age,Gender,City,State,Customer_Segment,Account_Type,Registration_Date
CUST100047,56,Male,Mumbai,Kerala,Mass,Savings,20-06-2021
CUST100048,35,Female,Nagpur,Uttar Pradesh,Mass,Digital,24-09-2025
CUST100049,21,Male,Jaipur,Karnataka,Premium,Savings,15-12-2022
CUST100050,42,Male,Mysuru,Tamil Nadu,Mass,Savings,16-08-2023
CUST100051,31,Female,Kolkata,Gujarat,Affluent,Savings,24-09-2023
CUST100052,67,Male,Lucknow,Maharashtra,Mass,Savings,15-12-2025
CUST100053,26,Male,Kolkata,Telangana,Mass,Savings,20-09-2021
CUST100054,43,Female,Ahmedabad,Telangana,Mass,Savings,06-04-2021
CUST100055,19,Female,Bengaluru,Maharashtra,Mass,Savings,17-02-2021
CUST100056,37,Female,Jaipur,West Bengal,Premium,Savings,22-12-2021
CUST100057,45,Female,Surat,Telangana,Mass,Savings,21-06-2020
CUST100058,64,Female,Nagpur,Gujarat,Mass,Savings,23-04-2025
CUST100059,24,Male,New Delhi,West Bengal,Affluent,Digital,03-11-2025
CUST100060,61,Female,Kochi,Delhi,Mass,Digital,14-08-2022
CUST100061,25,Male,New Delhi,Kerala,Affluent,Savings,18-05-2020
CUST100062,64,Male,Chennai,Telangana,Mass,Savings,09-08-2020
CUST100063,52,Female,Bengaluru,Telangana,Mass,Savings,16-10-2022
CUST100064,31,Female,Ahmedabad,Kerala,Affluent,Savings,11-08-2022
CUST100065,34,Male,Hyderabad,Telangana,Affluent,Savings,12-02-2025
CUST100066,53,Male,Mumbai,Delhi,Mass,Digital,11-06-2025
CUST100067,67,Female,Kolkata,Kerala,Affluent,Savings,07-08-2023
CUST100068,57,Female,Mumbai,Tamil Nadu,Premium,Savings,04-07-2025
CUST100069,21,Female,Pune,Maharashtra,Affluent,Savings,11-08-2024
CUST100070,19,Male,Bengaluru,Telangana,Affluent,Savings,03-05-2021
CUST100071,23,Female,Jaipur,West Bengal,Mass,Savings,12-07-2023
CUST100072,59,Male,New Delhi,Tamil Nadu,Affluent,Savings,07-06-2024
CUST100073,21,Male,Bengaluru,Tamil Nadu,Premium,Digital,13-08-2021
CUST100074,46,Female,Kochi,Telangana,Affluent,Savings,11-08-2024
CUST100075,35,Female,New Delhi,West Bengal,Mass,Digital,14-04-2025
CUST100076,43,Male,Pune,Gujarat,Mass,Savings,26-03-2021
CUST100077,61,Male,Chennai,West Bengal,Affluent,Savings,23-01-2025
CUST100078,51,Female,Kolkata,Tamil Nadu,Mass,Current,31-12-2024
CUST100079,27,Male,Nagpur,West Bengal,Affluent,Savings,10-05-2020
CUST100080,53,Male,Ahmedabad,Maharashtra,Mass,Digital,08-05-2024
CUST100081,31,Male,Mumbai,Kerala,Premium,Current,20-12-2021
CUST100082,48,Male,Surat,Karnataka,Affluent,Digital,07-03-2023
CUST100083,65,Male,Bengaluru,Karnataka,Premium,Savings,13-02-2024
CUST100084,32,Female,Noida,West Bengal,Mass,Savings,02-04-2023
CUST100085,25,Female,Kolkata,Uttar Pradesh,Affluent,Savings,25-09-2022
CUST100086,31,Female,Jaipur,West Bengal,Mass,Savings,22-04-2022
CUST100087,40,Female,Kochi,Telangana,Mass,Digital,01-06-2020
CUST100088,57,Female,Lucknow,Delhi,Premium,Savings,26-08-2025
CUST100089,38,Female,Mysuru,Tamil Nadu,Mass,Savings,06-07-2021
CUST100090,33,Female,Ahmedabad,Kerala,Mass,Savings,26-12-2022
CUST100091,62,Male,Nagpur,Karnataka,Affluent,Digital,27-04-2021
CUST100092,35,Female,Chennai,Uttar Pradesh,Mass,Current,09-04-2021
CUST100093,64,Male,Chennai,Telangana,Premium,Digital,31-01-2022
CUST100094,41,Female,Surat,Uttar Pradesh,Mass,Savings,07-11-2021
CUST100095,43,Female,Mumbai,Uttar Pradesh,Mass,Digital,30-08-2020
CUST100096,42,Female,Jaipur,West Bengal,Premium,Digital,13-10-2020
CUST100097,62,Female,Lucknow,Tamil Nadu,Mass,Savings,13-06-2021
CUST100098,58,Male,Jaipur,Gujarat,Mass,Digital,02-04-2022
CUST100099,46,Male,Pune,Maharashtra,Premium,Savings,27-09-2025
CUST100100,32,Male,Pune,Uttar Pradesh,Mass,Digital,24-06-2021
CUST100101,62,Male,Nagpur,Telangana,Mass,Savings,07-11-2020
CUST100102,18,Male,Pune,Karnataka,Affluent,Savings,05-04-2024
CUST100103,42,Male,Mumbai,West Bengal,Premium,Digital,14-01-2022
CUST100104,24,Male,Kolkata,Telangana,Premium,Digital,03-09-2024
CUST100105,26,Female,Mysuru,Gujarat,Mass,Digital,06-01-2021
CUST100106,41,Male,New Delhi,Telangana,Mass,Digital,19-12-2023
CUST100107,18,Male,Lucknow,Telangana,Mass,Digital,09-12-2025
CUST100108,61,Male,Ahmedabad,Tamil Nadu,Mass,Savings,12-05-2020
CUST100109,25,Female,Hyderabad,Maharashtra,Mass,Savings,19-07-2022
CUST100110,41,Male,Ahmedabad,Delhi,Affluent,Savings,20-08-2025
CUST100111,28,Female,Pune,West Bengal,Mass,Savings,02-06-2022
CUST100112,68,Male,Lucknow,Karnataka,Affluent,Digital,12-05-2025
CUST100113,34,Female,Ahmedabad,Kerala,Premium,Savings,15-02-2024
CUST100114,25,Female,Pune,Kerala,Mass,Digital,30-11-2024
CUST100115,52,Male,Pune,Maharashtra,Mass,Savings,21-07-2021
CUST100116,52,Male,Jaipur,Rajasthan,Affluent,Savings,24-01-2021
CUST100117,50,Male,New Delhi,West Bengal,Mass,Savings,09-06-2022
CUST100118,22,Female,New Delhi,Telangana,Affluent,Savings,08-04-2022
CUST100119,59,Male,Surat,Kerala,Mass,Digital,02-04-2025
CUST100120,56,Female,Mysuru,Tamil Nadu,Mass,Digital,11-10-2022
CUST100121,58,Female,Mysuru,Telangana,Affluent,Digital,19-10-2025
CUST100122,45,Female,Hyderabad,Maharashtra,Mass,Digital,17-07-2020
CUST100123,24,Male,Mumbai,Uttar Pradesh,Affluent,Digital,09-01-2025
CUST100124,26,Male,Bengaluru,Maharashtra,Affluent,Digital,19-03-2024
CUST100125,25,Female,Mumbai,Gujarat,Mass,Savings,19-05-2021
CUST100126,29,Female,Hyderabad,Delhi,Affluent,Savings,07-03-2025
CUST100127,51,Female,Mysuru,Gujarat,Affluent,Savings,02-05-2020
CUST100128,50,Female,Kochi,Maharashtra,Affluent,Digital,04-07-2024
CUST100129,65,Female,Kochi,Kerala,Mass,Savings,02-02-2020
CUST100130,40,Female,Surat,Gujarat,Mass,Savings,23-03-2025
CUST100131,41,Female,Mumbai,Gujarat,Mass,Savings,04-05-2025
CUST100132,54,Male,Noida,Delhi,Mass,Digital,23-06-2023
CUST100133,52,Female,Nagpur,Rajasthan,Mass,Savings,06-02-2022
CUST100134,61,Male,Mumbai,West Bengal,Premium,Savings,25-12-2023
CUST100135,57,Male,Lucknow,Uttar Pradesh,Affluent,Savings,18-01-2025
CUST100136,39,Female,New Delhi,Karnataka,Mass,Savings,27-07-2020
CUST100137,44,Male,Hyderabad,Kerala,Premium,Digital,19-10-2022
CUST100138,52,Male,Mumbai,Delhi,Affluent,Savings,18-05-2022
CUST100139,18,Male,Hyderabad,Telangana,Mass,Savings,15-11-2024
CUST100140,52,Female,Jaipur,Karnataka,Mass,Digital,18-09-2021
CUST100141,54,Female,Nagpur,Karnataka,Premium,Savings,01-11-2022
CUST100142,64,Female,Kochi,Kerala,Mass,Current,25-04-2021
CUST100143,31,Male,Mysuru,Karnataka,Mass,Digital,07-09-2023
CUST100144,20,Male,Mysuru,Karnataka,Affluent,Digital,28-03-2020
CUST100145,18,Male,Pune,Tamil Nadu,Mass,Savings,04-04-2020
CUST100146,22,Male,Nagpur,Maharashtra,Mass,Current,23-01-2024
CUST100147,43,Female,Noida,West Bengal,Premium,Savings,14-09-2022
CUST100148,31,Male,Lucknow,Maharashtra,Mass,Savings,26-02-2024
CUST100149,56,Male,Chennai,Maharashtra,Affluent,Savings,04-07-2023
CUST100150,44,Male,Lucknow,Tamil Nadu,Mass,Digital,29-09-2021
CUST100151,26,Male,Mumbai,West Bengal,Mass,Savings,30-08-2024
CUST100152,32,Male,Lucknow,Delhi,Premium,Digital,15-04-2023
CUST100153,32,Female,Mumbai,West Bengal,Mass,Savings,06-04-2022
CUST100154,43,Male,Jaipur,Uttar Pradesh,Affluent,Savings,06-01-2020
CUST100155,59,Female,Pune,Gujarat,Affluent,Savings,05-01-2023
CUST100156,30,Female,Surat,Tamil Nadu,Mass,Savings,16-09-2024
CUST100157,68,Male,New Delhi,Rajasthan,Mass,Savings,07-09-2023
CUST100158,49,Female,Noida,Uttar Pradesh,Mass,Digital,13-07-2022
CUST100159,56,Female,Bengaluru,Tamil Nadu,Premium,Savings,02-12-2024
CUST100160,66,Male,Ahmedabad,Tamil Nadu,Mass,Savings,24-10-2023
CUST100161,69,Female,New Delhi,Karnataka,Affluent,Savings,03-08-2025
CUST100162,49,Female,Chennai,Uttar Pradesh,Mass,Digital,06-12-2024
CUST100163,21,Male,New Delhi,Telangana,Mass,Savings,08-11-2020
CUST100164,47,Female,Pune,Tamil Nadu,Premium,Digital,16-10-2020
CUST100165,54,Female,Nagpur,Tamil Nadu,Premium,Current,19-01-2022
CUST100166,40,Female,Chennai,Gujarat,Affluent,Digital,26-09-2022
CUST100167,56,Female,Kochi,Maharashtra,Premium,Current,23-08-2025
CUST100168,62,Male,Kochi,Telangana,Mass,Savings,10-07-2020
CUST100169,32,Male,Ahmedabad,Maharashtra,Mass,Savings,28-02-2022
CUST100170,60,Female,New Delhi,Kerala,Mass,Current,27-03-2025
CUST100171,46,Female,Lucknow,Karnataka,Premium,Digital,07-06-2020
CUST100172,53,Female,Mysuru,West Bengal,Premium,Savings,02-06-2020
CUST100173,30,Male,Nagpur,Maharashtra,Mass,Savings,21-07-2020
CUST100174,49,Male,Bengaluru,Rajasthan,Affluent,Savings,17-09-2022
CUST100175,24,Male,Mumbai,Rajasthan,Affluent,Savings,02-01-2023
CUST100176,68,Male,Mysuru,West Bengal,Affluent,Savings,22-06-2023
CUST100177,39,Male,Ahmedabad,West Bengal,Affluent,Savings,04-09-2025
CUST100178,45,Male,Pune,Maharashtra,Affluent,Digital,24-04-2022
CUST100179,19,Male,Kolkata,Delhi,Mass,Savings,10-10-2020
CUST100180,59,Male,Jaipur,Uttar Pradesh,Mass,Digital,19-05-2022
CUST100181,62,Male,Surat,Tamil Nadu,Mass,Savings,24-02-2020
CUST100182,23,Other,Kochi,Tamil Nadu,Mass,Savings,23-06-2021
CUST100183,45,Female,Jaipur,West Bengal,Mass,Digital,21-02-2020
CUST100184,45,Male,Hyderabad,Kerala,Mass,Savings,02-06-2025
CUST100185,61,Female,New Delhi,Rajasthan,Mass,Savings,23-08-2020
CUST100186,61,Female,Hyderabad,Telangana,Mass,Savings,26-05-2023
CUST100187,37,Female,Noida,Tamil Nadu,Mass,Digital,18-09-2025
CUST100188,47,Male,Nagpur,Maharashtra,Mass,Savings,11-12-2022
CUST100189,28,Male,Pune,Kerala,Mass,Digital,08-05-2024
CUST100190,45,Female,Surat,Kerala,Mass,Digital,23-11-2020
CUST100191,42,Male,Lucknow,Kerala,Mass,Savings,06-11-2025
CUST100192,56,Female,Bengaluru,Uttar Pradesh,Affluent,Savings,15-11-2021
CUST100193,50,Female,Ahmedabad,Telangana,Mass,Savings,05-11-2024
CUST100194,18,Other,Ahmedabad,Delhi,Mass,Digital,24-09-2023
CUST100195,44,Male,Noida,Kerala,Mass,Savings,11-03-2021
CUST100196,69,Male,Hyderabad,West Bengal,Mass,Digital,08-10-2024
CUST100197,30,Male,Chennai,Gujarat,Mass,Savings,12-12-2020
CUST100198,58,Female,Hyderabad,Delhi,Mass,Savings,09-12-2022
CUST100199,20,Male,Kochi,West Bengal,Affluent,Savings,25-04-2021
CUST100200,56,Female,Noida,Telangana,Mass,Digital,22-03-2021
CUST100201,23,Male,Surat,Gujarat,Affluent,Savings,08-01-2023
CUST100202,25,Male,Jaipur,Kerala,Affluent,Digital,19-12-2020
CUST100203,44,Male,Lucknow,Rajasthan,Mass,Savings,23-01-2021
CUST100204,26,Female,Kochi,Karnataka,Mass,Digital,19-11-2023
CUST100205,54,Female,Surat,Telangana,Mass,Current,26-08-2024
CUST100206,50,Male,Ahmedabad,Delhi,Mass,Savings,19-08-2020
CUST100207,68,Female,Hyderabad,Rajasthan,Mass,Savings,28-11-2020
CUST100208,59,Female,Mysuru,Rajasthan,Mass,Savings,14-11-2023
CUST100209,61,Female,Chennai,Maharashtra,Affluent,Savings,08-01-2025
CUST100210,41,Female,Noida,Karnataka,Affluent,Savings,04-09-2025
CUST100211,32,Male,Jaipur,Gujarat,Affluent,Current,03-04-2020
CUST100212,49,Male,Kolkata,Maharashtra,Mass,Savings,15-10-2023
CUST100213,49,Female,Ahmedabad,Delhi,Mass,Current,18-11-2024
CUST100214,41,Male,Kochi,Gujarat,Premium,Savings,21-01-2024
CUST100215,58,Male,Jaipur,Kerala,Affluent,Digital,13-01-2023
CUST100216,69,Male,Noida,Delhi,Mass,Digital,31-05-2023
CUST100217,66,Female,Kolkata,Tamil Nadu,Affluent,Digital,14-06-2024
CUST100218,66,Male,Nagpur,Kerala,Affluent,Savings,20-01-2023
CUST100219,69,Female,Jaipur,West Bengal,Mass,Savings,25-04-2020
CUST100220,29,Male,New Delhi,Rajasthan,Affluent,Savings,22-06-2020
CUST100221,56,Other,Nagpur,Rajasthan,Affluent,Digital,03-09-2023
CUST100222,19,Male,New Delhi,Karnataka,Mass,Savings,17-03-2024
CUST100223,20,Female,Lucknow,Maharashtra,Premium,Current,02-09-2021
CUST100224,66,Female,Surat,Telangana,Premium,Savings,05-06-2024
CUST100225,54,Female,Chennai,Maharashtra,Premium,Digital,12-02-2024
CUST100226,66,Male,Pune,Telangana,Mass,Savings,10-08-2024
CUST100227,34,Female,New Delhi,West Bengal,Mass,Digital,21-04-2020
CUST100228,66,Male,Noida,Uttar Pradesh,Affluent,Savings,18-02-2023
CUST100229,19,Male,Nagpur,Kerala,Affluent,Savings,18-04-2023
CUST100230,19,Female,Kochi,Kerala,Mass,Digital,29-11-2023
CUST100231,45,Female,Noida,Maharashtra,Mass,Savings,17-03-2024
CUST100232,40,Female,Noida,West Bengal,Affluent,Current,12-08-2020
CUST100233,54,Female,Ahmedabad,Gujarat,Mass,Savings,09-06-2025
CUST100234,49,Male,Kolkata,Uttar Pradesh,Mass,Digital,23-06-2021
CUST100235,50,Female,Bengaluru,Gujarat,Mass,Digital,11-08-2024
CUST100236,18,Male,Noida,Karnataka,Premium,Current,15-10-2025
CUST100237,36,Female,Kochi,Maharashtra,Mass,Savings,13-06-2020
CUST100238,19,Female,Kochi,West Bengal,Mass,Savings,06-12-2021
CUST100239,61,Male,Mysuru,West Bengal,Mass,Digital,11-04-2022
CUST100240,43,Male,Hyderabad,Delhi,Mass,Savings,09-04-2020
CUST100241,49,Male,New Delhi,Tamil Nadu,Mass,Digital,07-10-2025
CUST100242,23,Male,Kolkata,Kerala,Mass,Savings,20-07-2020
CUST100243,49,Male,Lucknow,West Bengal,Mass,Digital,03-09-2025
CUST100244,21,Male,Surat,Rajasthan,Affluent,Savings,05-02-2024
CUST100245,28,Female,Pune,Uttar Pradesh,Mass,Savings,14-07-2023
CUST100246,34,Male,Bengaluru,Kerala,Mass,Savings,17-06-2020
CUST100247,55,Male,Noida,Kerala,Premium,Savings,06-02-2022
CUST100248,41,Male,Kolkata,Maharashtra,Mass,Digital,30-03-2021
CUST100249,22,Male,Bengaluru,Uttar Pradesh,Premium,Savings,19-07-2021
CUST100250,69,Female,New Delhi,Telangana,Mass,Digital,10-08-2023
CUST100251,51,Female,Bengaluru,Telangana,Mass,Savings,04-01-2020
CUST100252,23,Male,Kolkata,West Bengal,Affluent,Digital,08-12-2023
CUST100253,39,Female,Mysuru,Uttar Pradesh,Mass,Current,15-04-2024
CUST100254,28,Female,Mysuru,West Bengal,Affluent,Savings,03-12-2023
CUST100255,65,Female,Surat,West Bengal,Mass,Savings,02-12-2024
CUST100256,33,Female,Bengaluru,Delhi,Mass,Digital,28-01-2025
CUST100257,50,Male,Jaipur,Kerala,Mass,Savings,11-02-2024
CUST100258,26,Male,New Delhi,Uttar Pradesh,Affluent,Savings,27-11-2023
CUST100259,23,Male,Ahmedabad,Gujarat,Affluent,Savings,13-09-2022
CUST100260,33,Male,Surat,Telangana,Affluent,Digital,21-08-2025
CUST100261,46,Female,Chennai,West Bengal,Premium,Digital,22-01-2025
CUST100262,20,Male,Hyderabad,Uttar Pradesh,Mass,Savings,14-07-2020
CUST100263,37,Male,Surat,Kerala,Affluent,Savings,05-11-2022
CUST100264,53,Male,Noida,Delhi,Mass,Savings,14-11-2025
CUST100265,36,Female,Bengaluru,Karnataka,Mass,Digital,28-11-2020
CUST100266,43,Female,Bengaluru,Karnataka,Mass,Savings,03-05-2021
CUST100267,20,Female,Hyderabad,Karnataka,Affluent,Digital,15-07-2024
CUST100268,36,Male,Kolkata,Uttar Pradesh,Mass,Current,29-11-2022
CUST100269,37,Female,Kochi,Rajasthan,Affluent,Digital,26-04-2025
CUST100270,49,Male,Mysuru,Uttar Pradesh,Mass,Digital,30-06-2023
CUST100271,24,Male,Nagpur,Uttar Pradesh,Affluent,Savings,21-06-2024
CUST100272,69,Male,Kochi,Maharashtra,Affluent,Savings,02-08-2025
CUST100273,58,Female,Pune,Kerala,Mass,Savings,12-03-2021
CUST100274,50,Female,Pune,Kerala,Mass,Savings,17-08-2022
CUST100275,57,Female,Chennai,Uttar Pradesh,Mass,Savings,13-07-2020
CUST100276,56,Female,Surat,Maharashtra,Mass,Digital,26-11-2021
CUST100277,35,Male,New Delhi,Tamil Nadu,Mass,Savings,10-12-2022
CUST100278,57,Male,Noida,Gujarat,Affluent,Savings,30-01-2025
CUST100279,18,Male,Noida,Rajasthan,Mass,Savings,27-03-2020
CUST100280,28,Female,Kochi,Tamil Nadu,Mass,Savings,15-09-2021
CUST100281,45,Female,Noida,Uttar Pradesh,Mass,Savings,03-08-2023
CUST100282,42,Other,Chennai,Maharashtra,Mass,Current,13-05-2024
CUST100283,67,Female,Mysuru,Rajasthan,Mass,Savings,06-05-2020
CUST100284,40,Female,Noida,Telangana,Affluent,Digital,05-11-2020
CUST100285,48,Female,Jaipur,Maharashtra,Premium,Savings,04-05-2023
CUST100286,47,Female,Hyderabad,Karnataka,Affluent,Savings,20-11-2023
CUST100287,59,Female,Mumbai,Gujarat,Mass,Savings,20-07-2024
CUST100288,52,Female,Surat,Tamil Nadu,Affluent,Savings,29-08-2021
CUST100289,24,Female,Nagpur,Maharashtra,Affluent,Digital,31-01-2022
CUST100290,33,Female,Noida,Kerala,Affluent,Savings,14-07-2020
CUST100291,43,Male,Chennai,West Bengal,Affluent,Savings,22-07-2025
CUST100292,65,Male,Kolkata,Gujarat,Mass,Digital,18-09-2022
CUST100293,69,Male,Mumbai,Maharashtra,Mass,Current,20-06-2021
CUST100294,66,Male,Nagpur,Telangana,Mass,Savings,11-10-2023
CUST100295,19,Female,Mumbai,Uttar Pradesh,Mass,Current,12-04-2025
CUST100296,18,Male,Mumbai,Uttar Pradesh,Mass,Current,03-09-2021
CUST100297,65,Male,Kochi,Gujarat,Premium,Savings,17-03-2021
CUST100298,29,Male,New Delhi,West Bengal,Affluent,Current,02-01-2025
CUST100299,22,Female,Lucknow,Kerala,Mass,Digital,13-02-2022
CUST100300,54,Male,Bengaluru,Maharashtra,Mass,Savings,24-08-2020
CUST100301,49,Male,Hyderabad,Kerala,Affluent,Savings,24-11-2024
CUST100302,26,Male,Bengaluru,Uttar Pradesh,Mass,Digital,08-07-2023
CUST100303,58,Male,Mysuru,Maharashtra,Affluent,Savings,16-06-2024
CUST100304,52,Female,Kochi,Uttar Pradesh,Mass,Digital,10-07-2022
CUST100305,36,Male,Noida,Telangana,Affluent,Savings,26-01-2025
CUST100306,65,Female,Nagpur,Kerala,Affluent,Digital,06-08-2023
CUST100307,33,Female,Kochi,West Bengal,Mass,Digital,08-06-2020
CUST100308,20,Female,Jaipur,Gujarat,Premium,Savings,28-07-2020
CUST100309,37,Male,Pune,Uttar Pradesh,Mass,Digital,26-09-2025
CUST100310,41,Male,Noida,Telangana,Mass,Savings,29-05-2025
CUST100311,50,Male,Hyderabad,Telangana,Affluent,Savings,25-04-2022
CUST100312,41,Male,Surat,Kerala,Affluent,Digital,10-07-2023
CUST100313,69,Female,Kolkata,Telangana,Premium,Savings,27-10-2022
CUST100314,28,Male,Ahmedabad,Gujarat,Mass,Current,05-04-2024
CUST100315,66,Male,Kochi,West Bengal,Mass,Savings,14-09-2025
CUST100316,25,Female,Hyderabad,Karnataka,Mass,Savings,27-12-2025
CUST100317,53,Female,Lucknow,Karnataka,Mass,Digital,14-04-2024
CUST100318,55,Male,Bengaluru,Telangana,Affluent,Savings,14-08-2024
CUST100319,57,Male,Pune,Uttar Pradesh,Mass,Savings,01-08-2024
CUST100320,37,Male,Jaipur,Delhi,Mass,Savings,21-10-2021
CUST100321,52,Female,Chennai,West Bengal,Affluent,Digital,06-07-2022
CUST100322,65,Female,Surat,Uttar Pradesh,Mass,Savings,07-11-2022
CUST100323,42,Female,Bengaluru,Uttar Pradesh,Mass,Savings,19-08-2022
CUST100324,52,Female,Kolkata,Delhi,Premium,Savings,22-01-2022
CUST100325,42,Male,Mysuru,Maharashtra,Affluent,Current,05-05-2021
CUST100326,46,Male,Noida,Karnataka,Mass,Digital,18-05-2021
CUST100327,35,Male,Hyderabad,Rajasthan,Affluent,Savings,24-09-2023
CUST100328,63,Female,New Delhi,West Bengal,Affluent,Current,13-02-2022
CUST100329,35,Female,Lucknow,Maharashtra,Mass,Current,12-08-2024
CUST100330,19,Male,Bengaluru,Delhi,Affluent,Savings,10-06-2024
CUST100331,52,Female,Pune,Rajasthan,Affluent,Savings,07-06-2022
CUST100332,33,Female,Mysuru,West Bengal,Mass,Current,23-01-2025
CUST100333,58,Male,Kolkata,Tamil Nadu,Mass,Digital,30-11-2022
CUST100334,53,Female,Mumbai,Delhi,Mass,Digital,10-01-2020
CUST100335,50,Male,Ahmedabad,West Bengal,Mass,Savings,29-09-2020
CUST100336,21,Male,Chennai,Tamil Nadu,Mass,Savings,01-03-2021
CUST100337,50,Male,Nagpur,Maharashtra,Mass,Savings,16-03-2021
CUST100338,31,Female,New Delhi,Tamil Nadu,Mass,Digital,20-06-2024
CUST100339,38,Female,Chennai,Delhi,Affluent,Current,29-04-2024
CUST100340,65,Male,Kolkata,Karnataka,Premium,Savings,17-06-2020
CUST100341,37,Female,Bengaluru,Delhi,Affluent,Digital,16-07-2024
CUST100342,25,Female,New Delhi,Kerala,Mass,Savings,02-12-2022
CUST100343,24,Female,Noida,Gujarat,Mass,Savings,06-12-2020
CUST100344,20,Male,Kochi,Maharashtra,Affluent,Current,15-03-2023
CUST100345,34,Female,Nagpur,Gujarat,Mass,Savings,25-08-2023
CUST100346,50,Male,Chennai,Uttar Pradesh,Mass,Current,26-04-2023
CUST100347,65,Male,Ahmedabad,Maharashtra,Affluent,Digital,11-09-2021
CUST100348,29,Male,Ahmedabad,West Bengal,Mass,Current,16-05-2025
CUST100349,68,Male,Bengaluru,Rajasthan,Mass,Current,31-05-2020
CUST100350,39,Female,New Delhi,Uttar Pradesh,Affluent,Current,20-03-2023
CUST100351,39,Male,Kolkata,West Bengal,Affluent,Digital,21-11-2021
CUST100352,63,Male,Kolkata,Uttar Pradesh,Mass,Savings,06-01-2021
CUST100353,47,Female,Surat,Kerala,Affluent,Current,21-09-2022
CUST100354,55,Female,Kochi,Delhi,Mass,Current,08-04-2024
CUST100355,55,Female,New Delhi,Maharashtra,Premium,Current,19-12-2022
CUST100356,62,Male,New Delhi,Karnataka,Mass,Savings,19-04-2022
CUST100357,68,Female,Bengaluru,Kerala,Mass,Savings,14-12-2023
CUST100358,25,Male,Surat,Maharashtra,Mass,Digital,03-02-2021
CUST100359,44,Other,Noida,Karnataka,Mass,Savings,17-01-2020
CUST100360,44,Female,Hyderabad,Uttar Pradesh,Mass,Digital,05-08-2024
CUST100361,51,Female,Surat,Tamil Nadu,Mass,Savings,29-12-2025
